Respondent_ID,Age_Group,Gender,City_Tier,Status,Income,Gaming_Platform,Gaming_Hours_Per_Week,Setup_Type,Price_Sensitivity,Preferred_Style,Preferred_Color,Purchase_Channel,Spending_Per_Purchase,Annual_Setup_Budget,Purchase_Likelihood,Own_Keycaps,Own_Coiled_Cable,Own_Deskmat,Own_Cable_Sleeves,Own_Streaming_Gear
495,Under 18,Prefer not to say,Tier 1,Working Professional,Under 20000,Xbox,10-20,Mid-range PC,Balanced,No preference,Pastel,Amazon,Under 500,2000-5000,Very likely,0,0,0,0,0
496,22-25,Male,Tier 1,Student,100000-200000,PC/Laptop,10-20,Mobile only,Discount seeker,Cyberpunk,Red,Amazon,7000+,10000-20000,Unlikely,1,0,0,0,0
497,22-25,Male,Tier 1,Working Professional,Under 20000,Mobile,10-20,Mid-range PC,Balanced,Anime,White,Amazon,Under 500,2000-5000,Maybe,0,1,0,1,0
498,22-25,Male,Tier 3,Working Professional,20000-50000,Mobile,<2,High-end PC,Cheapest option,Anime,Red,Amazon,1500-3000,5000-10000,Very likely,0,0,0,0,0
499,18-21,Female,Tier 3,Working Professional,No income,Multiple,6-10,Mid-range PC,Cheapest option,No preference,Pastel,Brand Website,500-1500,Under 2000,Maybe,0,0,0,0,0
500,18-21,Female,Tier 2,Working Professional,50000-100000,Mobile,6-10,Mid-range PC,Balanced,No preference,Red,Amazon,1500-3000,10000-20000,Very likely,0,0,0,1,0
501,22-25,Male,Tier 1,Business Owner,20000-50000,PlayStation,10-20,Mid-range PC,Discount seeker,Minimal,Green,Amazon,1500-3000,2000-5000,Unlikely,0,0,0,0,0
502,18-21,Male,Tier 2,Business Owner,20000-50000,Mobile,10-20,Mid-range PC,Balanced,RGB,RGB,Flipkart,500-1500,2000-5000,Unlikely,0,0,1,0,0
503,18-21,Male,Tier 2,Student,Under 20000,Multiple,2-5,Mobile only,Cheapest option,No preference,RGB,Amazon,500-1500,2000-5000,Very likely,0,0,0,0,0
504,26-30,Male,Tier 1,Student,100000-200000,Mobile,10-20,Mid-range PC,Balanced,Cyberpunk,RGB,Amazon,3000-7000,10000-20000,Likely,0,0,0,1,0
505,Above 40,Male,Tier 2,Student,Under 20000,Mobile,2-5,Mid-range PC,Discount seeker,Minimal,Purple,Flipkart,Under 500,2000-5000,Unlikely,0,0,0,0,0
506,18-21,Male,Tier 1,Student,20000-50000,Mobile,>20,Basic PC/Laptop,Premium buyer,Anime,Red,Offline Store,1500-3000,5000-10000,Unlikely,0,0,1,0,1
507,Under 18,Male,Tier 1,Working Professional,50000-100000,Multiple,2-5,High-end PC,Discount seeker,RGB,White,Flipkart,3000-7000,10000-20000,Very likely,0,0,1,0,0
508,Above 40,Male,Tier 1,Student,20000-50000,PC/Laptop,<2,Basic PC/Laptop,Balanced,RGB,RGB,Flipkart,500-1500,5000-10000,Very likely,0,0,0,0,1
509,26-30,Male,Tier 2,Working Professional,Above 200000,PlayStation,6-10,High-end PC,Balanced,Minimal,Purple,International Websites,3000-7000,Above 20000,Maybe,0,0,1,0,0
510,31-40,Male,Tier 1,Business Owner,Under 20000,PC/Laptop,6-10,Console,Premium buyer,RGB,RGB,International Websites,Under 500,Under 2000,Unlikely,0,0,0,0,0
511,Above 40,Male,Tier 1,Working Professional,Under 20000,PlayStation,<2,Basic PC/Laptop,Balanced,No preference,Green,Amazon,500-1500,Under 2000,Unlikely,1,0,0,0,0
512,18-21,Female,Tier 1,Student,No income,PC/Laptop,<2,Mobile only,Balanced,Minimal,Blue,Amazon,Under 500,2000-5000,Likely,1,0,0,1,0
513,18-21,Male,Tier 1,Student,20000-50000,PC/Laptop,6-10,High-end PC,Balanced,No preference,Red,Flipkart,1500-3000,5000-10000,Very unlikely,0,0,0,0,0
514,18-21,Male,Tier 1,Working Professional,No income,Mobile,2-5,Basic PC/Laptop,Discount seeker,Anime,White,Amazon,Under 500,2000-5000,Likely,0,1,0,0,1
515,18-21,Male,Tier 1,Student,20000-50000,Xbox,2-5,Basic PC/Laptop,Discount seeker,Anime,Red,Flipkart,500-1500,2000-5000,Very likely,0,0,1,0,0
516,22-25,Male,Tier 1,Student,Under 20000,Mobile,2-5,Basic PC/Laptop,Cheapest option,Anime,Blue,Brand Website,500-1500,2000-5000,Very unlikely,1,0,1,0,0
517,18-21,Prefer not to say,Tier 2,Working Professional,No income,PC/Laptop,10-20,High-end PC,Discount seeker,Anime,Pastel,Amazon,500-1500,2000-5000,Maybe,0,0,1,0,0
518,Under 18,Male,Tier 2,Working Professional,20000-50000,PlayStation,2-5,High-end PC,Balanced,RGB,Pastel,International Websites,1500-3000,5000-10000,Unlikely,0,0,1,0,0
519,Under 18,Male,Tier 3,Working Professional,No income,PC/Laptop,10-20,Console,Discount seeker,Cyberpunk,Green,Flipkart,Under 500,Under 2000,Very likely,1,0,0,0,0
520,Under 18,Male,Tier 1,Student,Under 20000,Xbox,2-5,Mid-range PC,Premium buyer,Cyberpunk,Green,Flipkart,Under 500,2000-5000,Likely,0,1,1,1,0
521,Under 18,Male,Tier 1,Student,No income,Mobile,<2,Mobile only,Cheapest option,Cyberpunk,Blue,Flipkart,500-1500,2000-5000,Maybe,0,1,0,0,0
522,31-40,Male,Tier 2,Working Professional,50000-100000,Mobile,<2,Basic PC/Laptop,Cheapest option,Anime,Green,Brand Website,1500-3000,10000-20000,Unlikely,0,0,1,1,0
523,26-30,Male,Tier 1,Student,Under 20000,Xbox,<2,Mid-range PC,Discount seeker,RGB,Black,Amazon,7000+,Above 20000,Likely,0,0,1,0,0
524,22-25,Male,Tier 1,Student,Under 20000,Mobile,6-10,Mid-range PC,Balanced,Minimal,RGB,Amazon,500-1500,Under 2000,Maybe,0,0,0,0,0
525,18-21,Male,Tier 3,Student,20000-50000,PC/Laptop,6-10,High-end PC,Cheapest option,Cyberpunk,Blue,Brand Website,500-1500,5000-10000,Unlikely,0,0,0,1,1
526,18-21,Female,Tier 2,Working Professional,20000-50000,PC/Laptop,<2,Mid-range PC,Balanced,Anime,White,Amazon,1500-3000,5000-10000,Likely,1,0,0,0,0
527,26-30,Male,Tier 2,Student,20000-50000,PC/Laptop,2-5,High-end PC,Premium buyer,Minimal,Black,Amazon,1500-3000,5000-10000,Very likely,1,0,0,0,0
528,Under 18,Female,Tier 3,Student,20000-50000,PC/Laptop,6-10,Mid-range PC,Balanced,Minimal,Pastel,Amazon,7000+,Above 20000,Maybe,0,0,1,0,0
529,Under 18,Female,Tier 2,Student,20000-50000,PlayStation,>20,High-end PC,Discount seeker,Cyberpunk,White,Amazon,500-1500,2000-5000,Very unlikely,0,1,1,0,0
530,Above 40,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,2-5,Mid-range PC,Balanced,Cyberpunk,Black,Amazon,Under 500,2000-5000,Unlikely,0,0,1,0,1
531,Under 18,Male,Tier 3,Business Owner,20000-50000,Mobile,<2,Basic PC/Laptop,Balanced,Cyberpunk,Red,Amazon,1500-3000,2000-5000,Unlikely,0,0,1,0,1
532,Above 40,Male,Tier 1,Student,Under 20000,PC/Laptop,2-5,Mobile only,Balanced,RGB,White,Brand Website,Under 500,2000-5000,Very likely,0,1,0,0,0
533,22-25,Male,Tier 1,Student,100000-200000,Multiple,2-5,Console,Balanced,Anime,Red,Flipkart,7000+,10000-20000,Very likely,0,0,0,0,0
534,22-25,Male,Tier 3,Student,20000-50000,Mobile,6-10,Mid-range PC,Premium buyer,Minimal,White,Offline Store,500-1500,2000-5000,Likely,1,0,1,0,0
535,18-21,Male,Tier 3,Student,Under 20000,PC/Laptop,10-20,High-end PC,Discount seeker,Minimal,Red,Flipkart,500-1500,2000-5000,Likely,0,0,0,0,0
536,Under 18,Female,Tier 2,Business Owner,20000-50000,Xbox,10-20,Mobile only,Balanced,RGB,White,Amazon,500-1500,2000-5000,Likely,0,0,0,1,0
537,22-25,Male,Tier 1,Student,Under 20000,Mobile,10-20,Mid-range PC,Balanced,Cyberpunk,Green,Flipkart,500-1500,2000-5000,Unlikely,1,0,1,1,0
538,18-21,Female,Tier 2,Working Professional,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,Minimal,Purple,Brand Website,500-1500,2000-5000,Unlikely,0,0,0,0,0
539,22-25,Female,Tier 1,Business Owner,Above 200000,PC/Laptop,2-5,Mobile only,Cheapest option,No preference,Purple,Amazon,3000-7000,Above 20000,Very likely,0,1,0,0,0
540,Under 18,Male,Tier 1,Freelancer/Creator,Under 20000,Mobile,6-10,Mid-range PC,Premium buyer,No preference,Blue,Flipkart,500-1500,2000-5000,Likely,1,1,0,0,0
541,26-30,Male,Tier 1,Student,20000-50000,PlayStation,2-5,High-end PC,Discount seeker,Minimal,RGB,Amazon,1500-3000,2000-5000,Very likely,0,0,0,0,0
542,22-25,Male,Tier 1,Business Owner,Under 20000,PlayStation,<2,Basic PC/Laptop,Discount seeker,No preference,White,Flipkart,Under 500,2000-5000,Maybe,0,0,1,1,0
543,18-21,Male,Tier 1,Student,No income,Mobile,6-10,High-end PC,Premium buyer,Minimal,Pastel,Offline Store,500-1500,2000-5000,Very likely,0,0,0,0,0
544,18-21,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Cheapest option,Minimal,RGB,Flipkart,Under 500,Under 2000,Likely,0,1,1,0,0
545,18-21,Male,Tier 2,Working Professional,No income,Mobile,10-20,Mid-range PC,Discount seeker,RGB,Purple,Flipkart,Under 500,Under 2000,Unlikely,1,0,1,1,0
546,18-21,Female,Tier 1,Student,50000-100000,Mobile,2-5,Mid-range PC,Balanced,Cyberpunk,Purple,Amazon,3000-7000,10000-20000,Very likely,0,0,0,0,1
547,18-21,Male,Tier 1,Working Professional,20000-50000,PlayStation,2-5,High-end PC,Balanced,RGB,Red,Flipkart,1500-3000,2000-5000,Very likely,0,0,0,0,0
548,18-21,Male,Tier 3,Freelancer/Creator,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,No preference,Blue,Flipkart,Under 500,2000-5000,Maybe,1,0,1,0,0
549,18-21,Male,Tier 1,Student,20000-50000,PlayStation,>20,High-end PC,Cheapest option,RGB,Purple,Amazon,1500-3000,2000-5000,Unlikely,0,0,1,0,0
550,22-25,Male,Tier 2,Working Professional,No income,Mobile,10-20,High-end PC,Premium buyer,RGB,Pastel,Brand Website,Under 500,2000-5000,Likely,0,0,0,0,0
551,26-30,Male,Tier 2,Other,20000-50000,Mobile,2-5,Console,Premium buyer,RGB,Purple,Amazon,7000+,Above 20000,Very likely,0,1,0,0,0
552,22-25,Male,Tier 2,Student,No income,Multiple,<2,High-end PC,Cheapest option,Minimal,Black,Amazon,Under 500,2000-5000,Maybe,0,0,0,0,0
553,22-25,Male,Tier 3,Student,20000-50000,Mobile,>20,High-end PC,Discount seeker,No preference,Purple,Offline Store,500-1500,5000-10000,Likely,1,0,1,1,0
554,18-21,Male,Tier 3,Working Professional,No income,Mobile,2-5,High-end PC,Balanced,Anime,White,Amazon,Under 500,2000-5000,Maybe,0,0,1,1,0
555,Under 18,Male,Tier 1,Working Professional,20000-50000,PlayStation,10-20,High-end PC,Discount seeker,Anime,White,Amazon,1500-3000,2000-5000,Very unlikely,0,0,0,0,0
556,22-25,Male,Tier 1,Student,50000-100000,Mobile,6-10,Basic PC/Laptop,Balanced,No preference,Green,Amazon,1500-3000,10000-20000,Likely,1,1,0,0,0
557,18-21,Male,Tier 1,Business Owner,Under 20000,Multiple,10-20,Console,Discount seeker,Minimal,Green,Flipkart,Under 500,2000-5000,Maybe,0,0,1,0,0
558,26-30,Male,Tier 1,Working Professional,20000-50000,Mobile,2-5,Basic PC/Laptop,Balanced,No preference,White,Amazon,500-1500,2000-5000,Maybe,1,0,0,0,0
559,Under 18,Prefer not to say,Tier 1,Student,No income,Mobile,6-10,Basic PC/Laptop,Premium buyer,RGB,Blue,Offline Store,Under 500,2000-5000,Likely,0,0,0,1,1
560,18-21,Female,Tier 2,Business Owner,Under 20000,Mobile,2-5,Console,Premium buyer,Minimal,Red,Flipkart,Under 500,2000-5000,Likely,0,0,1,0,0
561,18-21,Male,Tier 2,Student,20000-50000,Mobile,6-10,Console,Discount seeker,Minimal,Pastel,Amazon,1500-3000,5000-10000,Very likely,0,0,0,0,0
562,18-21,Female,Tier 2,Student,50000-100000,Mobile,6-10,Basic PC/Laptop,Premium buyer,No preference,Green,Flipkart,1500-3000,5000-10000,Likely,1,1,0,0,0
563,18-21,Male,Tier 1,Working Professional,No income,Multiple,<2,Mobile only,Cheapest option,No preference,Black,Flipkart,500-1500,Under 2000,Maybe,0,0,0,0,0
564,18-21,Male,Tier 1,Student,No income,PC/Laptop,2-5,High-end PC,Premium buyer,Anime,Purple,Offline Store,500-1500,Under 2000,Very likely,0,0,1,0,0
565,22-25,Male,Tier 2,Student,Above 200000,PlayStation,2-5,Basic PC/Laptop,Balanced,RGB,Green,Offline Store,3000-7000,Above 20000,Likely,0,0,1,0,0
566,Under 18,Male,Tier 3,Student,20000-50000,PC/Laptop,2-5,Basic PC/Laptop,Cheapest option,Anime,Blue,Flipkart,1500-3000,5000-10000,Unlikely,0,0,0,0,1
567,26-30,Male,Tier 1,Student,100000-200000,Multiple,10-20,Mid-range PC,Balanced,Cyberpunk,Blue,Flipkart,7000+,Above 20000,Likely,0,0,0,1,0
568,18-21,Male,Tier 1,Working Professional,50000-100000,Mobile,6-10,Mid-range PC,Balanced,Cyberpunk,Black,Flipkart,1500-3000,10000-20000,Likely,1,0,0,0,1
569,18-21,Male,Tier 1,Student,20000-50000,Mobile,6-10,Mobile only,Balanced,RGB,Green,Amazon,500-1500,5000-10000,Very unlikely,0,0,1,0,0
570,Under 18,Male,Tier 1,Freelancer/Creator,Under 20000,Mobile,>20,Basic PC/Laptop,Balanced,Anime,White,Flipkart,Under 500,Under 2000,Likely,0,0,1,1,0
571,31-40,Male,Tier 2,Business Owner,Under 20000,Multiple,2-5,Basic PC/Laptop,Discount seeker,RGB,Red,International Websites,500-1500,Under 2000,Likely,0,0,0,0,0
572,22-25,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,>20,Basic PC/Laptop,Discount seeker,Minimal,Pastel,Flipkart,500-1500,2000-5000,Likely,0,0,0,0,0
573,Under 18,Male,Tier 1,Student,100000-200000,Mobile,6-10,Mid-range PC,Cheapest option,RGB,White,Flipkart,3000-7000,Above 20000,Maybe,0,1,1,1,0
574,18-21,Male,Tier 1,Freelancer/Creator,No income,PC/Laptop,2-5,Mid-range PC,Balanced,No preference,Black,Brand Website,500-1500,Under 2000,Maybe,0,0,0,0,0
575,22-25,Female,Tier 2,Student,100000-200000,Mobile,10-20,High-end PC,Cheapest option,Anime,Green,Offline Store,7000+,Above 20000,Unlikely,0,0,1,0,0
576,31-40,Male,Tier 2,Working Professional,100000-200000,PC/Laptop,6-10,Basic PC/Laptop,Discount seeker,Anime,Blue,Flipkart,3000-7000,10000-20000,Unlikely,1,0,0,0,0
577,22-25,Female,Tier 3,Student,No income,Mobile,6-10,Mid-range PC,Cheapest option,No preference,White,International Websites,Under 500,Under 2000,Likely,1,0,1,0,0
578,31-40,Male,Tier 2,Student,No income,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Cyberpunk,Green,Flipkart,500-1500,Under 2000,Maybe,0,0,1,0,0
579,18-21,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,10-20,Mid-range PC,Balanced,Minimal,RGB,Amazon,500-1500,2000-5000,Unlikely,0,0,0,0,0
580,26-30,Male,Tier 1,Student,No income,PC/Laptop,2-5,Basic PC/Laptop,Discount seeker,RGB,White,Amazon,Under 500,2000-5000,Maybe,0,0,0,0,0
581,18-21,Female,Tier 2,Student,50000-100000,Mobile,6-10,Console,Balanced,No preference,Black,Amazon,1500-3000,10000-20000,Likely,0,0,0,1,1
582,26-30,Female,Tier 3,Student,Under 20000,Xbox,10-20,Basic PC/Laptop,Discount seeker,Minimal,Green,Amazon,500-1500,Under 2000,Likely,0,0,0,0,0
583,22-25,Male,Tier 2,Student,50000-100000,PlayStation,6-10,Basic PC/Laptop,Balanced,Anime,Red,Offline Store,1500-3000,10000-20000,Maybe,0,0,1,0,0
584,18-21,Female,Tier 2,Working Professional,Under 20000,Mobile,2-5,Mid-range PC,Discount seeker,No preference,Blue,International Websites,Under 500,2000-5000,Likely,0,0,0,1,0
585,Under 18,Prefer not to say,Tier 2,Freelancer/Creator,20000-50000,Multiple,<2,Mid-range PC,Cheapest option,Minimal,White,Amazon,500-1500,2000-5000,Very likely,1,1,0,1,0
586,22-25,Female,Tier 1,Student,Under 20000,Xbox,6-10,Console,Discount seeker,Minimal,Red,Flipkart,Under 500,2000-5000,Unlikely,0,0,1,0,0
587,22-25,Male,Tier 3,Student,No income,PC/Laptop,6-10,Mid-range PC,Balanced,RGB,Purple,Offline Store,Under 500,Under 2000,Unlikely,0,0,0,1,1
588,18-21,Female,Tier 1,Student,No income,PlayStation,2-5,High-end PC,Discount seeker,Minimal,RGB,Amazon,Under 500,Under 2000,Maybe,0,0,0,0,0
589,18-21,Male,Tier 1,Working Professional,50000-100000,PC/Laptop,2-5,High-end PC,Discount seeker,Anime,White,Amazon,1500-3000,10000-20000,Maybe,0,1,0,0,0
590,31-40,Female,Tier 1,Freelancer/Creator,Under 20000,Mobile,10-20,Mid-range PC,Discount seeker,No preference,Pastel,Amazon,500-1500,2000-5000,Likely,0,0,0,0,0
591,Under 18,Male,Tier 1,Student,20000-50000,PC/Laptop,>20,Basic PC/Laptop,Balanced,Cyberpunk,Red,Amazon,1500-3000,2000-5000,Likely,0,0,0,1,0
592,18-21,Female,Tier 2,Student,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Discount seeker,Anime,Purple,International Websites,1500-3000,2000-5000,Very unlikely,1,0,0,0,0
593,31-40,Male,Tier 3,Freelancer/Creator,Above 200000,Multiple,2-5,High-end PC,Premium buyer,No preference,Blue,Amazon,7000+,Above 20000,Maybe,1,1,1,0,0
594,Under 18,Male,Tier 2,Student,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,No preference,RGB,Flipkart,Under 500,Under 2000,Very unlikely,0,0,1,0,1
595,18-21,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Premium buyer,Minimal,Pastel,Flipkart,Under 500,Under 2000,Maybe,0,0,1,0,0
596,18-21,Male,Tier 3,Working Professional,No income,PlayStation,10-20,High-end PC,Cheapest option,No preference,Black,International Websites,500-1500,2000-5000,Very likely,1,0,1,0,0
597,22-25,Female,Tier 1,Working Professional,No income,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Cyberpunk,Green,Amazon,500-1500,2000-5000,Very likely,0,0,1,0,1
598,22-25,Male,Tier 2,Freelancer/Creator,No income,Xbox,6-10,Basic PC/Laptop,Discount seeker,RGB,Green,Amazon,Under 500,Under 2000,Maybe,0,0,0,0,1
599,18-21,Female,Tier 1,Student,No income,PC/Laptop,2-5,Mid-range PC,Discount seeker,Anime,Black,Brand Website,500-1500,2000-5000,Very likely,0,0,0,0,0
600,31-40,Female,Tier 1,Student,Under 20000,Mobile,6-10,High-end PC,Discount seeker,Minimal,Red,Amazon,Under 500,Under 2000,Likely,0,0,0,0,0
601,Under 18,Female,Tier 1,Student,20000-50000,Mobile,10-20,Basic PC/Laptop,Balanced,Anime,Black,Brand Website,500-1500,5000-10000,Maybe,0,1,0,1,0
602,22-25,Female,Tier 2,Student,Under 20000,PC/Laptop,2-5,Console,Balanced,Minimal,Red,Amazon,Under 500,2000-5000,Maybe,1,0,0,0,0
603,Under 18,Male,Tier 1,Student,100000-200000,PC/Laptop,2-5,High-end PC,Balanced,Anime,Black,Flipkart,7000+,10000-20000,Likely,0,0,1,0,0
604,22-25,Male,Tier 1,Student,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Cheapest option,Minimal,RGB,Amazon,500-1500,Under 2000,Maybe,1,0,0,0,0
605,18-21,Female,Tier 1,Student,20000-50000,Mobile,2-5,Basic PC/Laptop,Balanced,RGB,Black,Amazon,7000+,Above 20000,Likely,0,1,0,0,0
606,22-25,Male,Tier 1,Freelancer/Creator,20000-50000,PlayStation,2-5,Mid-range PC,Balanced,Cyberpunk,Black,Offline Store,1500-3000,2000-5000,Very unlikely,0,0,1,0,0
607,18-21,Female,Tier 2,Freelancer/Creator,50000-100000,PC/Laptop,6-10,Console,Balanced,Anime,Red,Amazon,3000-7000,5000-10000,Very likely,0,0,0,0,0
608,18-21,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,<2,Basic PC/Laptop,Discount seeker,No preference,Red,Flipkart,Under 500,2000-5000,Maybe,0,0,1,1,0
609,18-21,Male,Tier 1,Working Professional,20000-50000,Mobile,6-10,Basic PC/Laptop,Discount seeker,Anime,Pastel,Amazon,500-1500,5000-10000,Likely,0,0,0,1,0
610,18-21,Male,Tier 2,Student,No income,Multiple,2-5,High-end PC,Balanced,Minimal,Red,Brand Website,500-1500,2000-5000,Likely,0,0,1,0,0
611,31-40,Male,Tier 3,Business Owner,50000-100000,PC/Laptop,6-10,Console,Cheapest option,Minimal,Green,Amazon,1500-3000,5000-10000,Maybe,0,0,0,0,0
612,22-25,Prefer not to say,Tier 1,Working Professional,Under 20000,PlayStation,6-10,Mobile only,Balanced,Anime,Red,Brand Website,Under 500,Under 2000,Very likely,0,0,0,0,0
613,Under 18,Male,Tier 2,Working Professional,100000-200000,Mobile,2-5,Mobile only,Discount seeker,No preference,Pastel,Amazon,3000-7000,10000-20000,Very likely,0,0,1,0,0
614,Above 40,Male,Tier 1,Freelancer/Creator,Under 20000,Mobile,>20,Basic PC/Laptop,Discount seeker,No preference,Blue,Flipkart,Under 500,2000-5000,Likely,0,0,1,0,0
615,18-21,Female,Tier 2,Working Professional,50000-100000,Mobile,2-5,Mobile only,Balanced,RGB,Blue,International Websites,3000-7000,10000-20000,Very likely,0,1,0,0,0
616,26-30,Prefer not to say,Tier 1,Working Professional,No income,PlayStation,10-20,Mid-range PC,Discount seeker,RGB,Green,Flipkart,500-1500,Under 2000,Maybe,1,0,0,1,0
617,Under 18,Male,Tier 1,Student,50000-100000,Xbox,>20,Console,Discount seeker,Minimal,White,Amazon,3000-7000,10000-20000,Likely,0,1,0,0,0
618,18-21,Male,Tier 2,Student,No income,PlayStation,6-10,Basic PC/Laptop,Balanced,RGB,Black,Flipkart,500-1500,2000-5000,Likely,1,0,1,1,0
619,18-21,Male,Tier 2,Student,50000-100000,Mobile,6-10,High-end PC,Discount seeker,Minimal,Pastel,Flipkart,3000-7000,10000-20000,Unlikely,0,0,0,0,0
620,31-40,Male,Tier 3,Student,No income,PC/Laptop,2-5,Mobile only,Premium buyer,Cyberpunk,White,Flipkart,500-1500,Under 2000,Likely,1,0,0,0,0
621,18-21,Female,Tier 2,Working Professional,20000-50000,PC/Laptop,2-5,Mobile only,Discount seeker,RGB,Black,Offline Store,1500-3000,2000-5000,Unlikely,0,0,0,0,0
622,18-21,Male,Tier 3,Working Professional,100000-200000,PC/Laptop,<2,Basic PC/Laptop,Balanced,RGB,White,Amazon,7000+,10000-20000,Likely,0,0,0,0,0
623,18-21,Male,Tier 1,Student,20000-50000,Mobile,6-10,Mid-range PC,Discount seeker,Minimal,White,Flipkart,500-1500,5000-10000,Likely,0,0,0,0,0
624,22-25,Male,Tier 1,Other,100000-200000,PC/Laptop,2-5,Mid-range PC,Balanced,No preference,RGB,Offline Store,3000-7000,Above 20000,Very unlikely,0,0,1,0,1
625,26-30,Male,Tier 1,Student,No income,Mobile,2-5,Mid-range PC,Balanced,Minimal,Pastel,Offline Store,Under 500,Under 2000,Very likely,1,1,1,0,0
626,18-21,Male,Tier 1,Working Professional,20000-50000,Multiple,<2,Basic PC/Laptop,Discount seeker,Minimal,Blue,Brand Website,1500-3000,5000-10000,Unlikely,0,1,0,0,0
627,Under 18,Male,Tier 1,Student,No income,PC/Laptop,10-20,High-end PC,Discount seeker,Anime,Blue,Amazon,Under 500,Under 2000,Unlikely,1,0,1,0,1
628,26-30,Female,Tier 2,Student,50000-100000,PC/Laptop,6-10,High-end PC,Cheapest option,No preference,RGB,Amazon,1500-3000,5000-10000,Likely,0,0,1,0,0
629,22-25,Prefer not to say,Tier 3,Working Professional,100000-200000,PlayStation,6-10,Basic PC/Laptop,Balanced,Cyberpunk,White,Brand Website,7000+,Above 20000,Maybe,0,0,0,0,0
630,Under 18,Male,Tier 2,Working Professional,20000-50000,Multiple,>20,Console,Discount seeker,RGB,Blue,Amazon,500-1500,5000-10000,Very unlikely,0,0,0,0,1
631,22-25,Male,Tier 2,Working Professional,No income,Mobile,6-10,Mid-range PC,Discount seeker,Cyberpunk,White,Amazon,500-1500,2000-5000,Likely,0,0,1,1,0
632,22-25,Female,Tier 1,Student,Above 200000,Mobile,>20,Mid-range PC,Discount seeker,Anime,White,Amazon,7000+,10000-20000,Likely,0,0,0,0,0
633,22-25,Male,Tier 1,Student,No income,Mobile,<2,Console,Premium buyer,Cyberpunk,Green,Amazon,Under 500,2000-5000,Unlikely,0,0,1,0,0
634,22-25,Male,Tier 3,Student,20000-50000,PlayStation,<2,High-end PC,Premium buyer,Cyberpunk,RGB,Flipkart,1500-3000,2000-5000,Maybe,0,0,0,1,0
635,22-25,Female,Tier 2,Working Professional,50000-100000,PlayStation,10-20,Mid-range PC,Balanced,No preference,Black,Amazon,1500-3000,5000-10000,Unlikely,0,0,0,1,0
636,22-25,Male,Tier 2,Student,100000-200000,PC/Laptop,2-5,Mid-range PC,Balanced,Anime,Pastel,Flipkart,3000-7000,10000-20000,Likely,0,0,0,0,0
637,26-30,Male,Tier 2,Working Professional,20000-50000,Xbox,2-5,Mid-range PC,Discount seeker,No preference,Pastel,Flipkart,1500-3000,2000-5000,Unlikely,1,0,0,0,0
